Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
140	Kegel	fahren	0			30	Kegeln	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	135	1	29	1	4	0	0	63	0	0	0	0	45	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	4	1
145	Bob	fahren	0			29	Bob	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	248	12	25	0	8	0	0	55	0	6	0	0	246	13	41	2	1	0	0	0	0	1	0	0	0	0	1	0	8	2	0	31	1	7	0
153	Motorboot	fahren	0			26	Motorbooten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	178	1	23	1	49	0	0	15	0	8	0	0	201	2	198	2	3	0	0	5	0	1	0	0	0	0	0	0	8	0	0	62	0	2	0
160	Traktor	fahren	0			24	Traktoren	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	124	2	23	0	40	1	1	14	0	11	0	0	99	3	252	4	0	0	0	11	0	1	0	1	0	0	1	0	18	1	0	119	1	11	0
172	Gelände	fahren	0			23	Geländen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	181	10	43	2	111	2	0	54	2	234	19	2	88	6	79	11	0	0	0	3	1	2	0	1	0	0	1	0	21	4	1	273	10	40	2
181	Skateboard	fahren	0			21	Skateboards	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	175	7	28	2	25	3	1	42	4	28	3	1	132	5	265	22	2	0	0	16	5	2	0	1	0	0	0	0	40	8	0	7	0	33	4
184	Achterbahn	fahren	0			21	Achterbahnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	207	9	27	2	50	4	0	41	3	13	1	0	202	9	466	22	1	0	0	51	1	2	0	1	0	0	0	0	92	6	0	3187	45	82	3
197	Bagger	fahren	0			20	Bagger	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	94	3	13	0	19	1	0	20	0	11	2	1	82	3	106	4	1	0	0	6	0	0	0	1	0	0	0	0	4	0	0	60	1	7	0
211	Test	fahren	0			18	Tests	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	126	106	21	3	24	2	0	34	8	6	1	0	74	109	15	7	0	1	5	2	3	1	0	0	0	0	5	53	7	7	0	3774	176	14	1
213	Schlittschuh	fahren	0			18	Schlittschuhe	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	219	11	21	1	6	2	0	47	3	18	1	1	175	19	137	21	1	0	0	8	0	3	0	0	0	0	0	0	24	1	0	5	0	12	2
214	Kunst	fahren	0			18	Künste	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	88	0	11	0	1	0	0	21	0	1	0	0	57	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	0	20	0
244	Zweirad	fahren	0			15	Zweiräder	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	76	2	22	1	10	0	0	24	0	2	0	0	26	2	25	2	1	0	0	6	0	1	0	0	0	0	0	0	5	1	0	8	0	9	0
284	Tandem	fahren	0			13	Tandems	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	103	0	26	0	18	0	1	28	0	5	0	0	68	0	71	1	0	0	0	7	0	4	0	0	0	0	0	0	46	0	0	42	0	6	0
285	Straßenbahn	fahren	0			13	Straßenbahnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	71	2	16	1	139	5	0	10	1	2	1	0	58	2	198	6	3	0	0	14	0	0	0	1	0	1	0	0	32	1	0	247	1	65	3
286	Slalom	fahren	0			13	Slaloms	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	157	8	29	1	11	2	0	38	2	18	1	0	92	5	183	14	3	0	0	10	1	0	0	1	0	0	0	0	38	3	0	80	1	12	1
289	Panzer	fahren	0			13	Panzer	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	128	17	20	4	71	5	0	15	1	16	3	0	119	15	236	23	1	0	0	7	2	1	0	1	0	0	0	1	15	4	0	59	0	32	5
364	Kutsche	fahren	0			10	Kutschen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	63	5	13	1	96	4	1	23	2	21	2	0	40	2	291	14	4	0	0	8	0	0	0	2	0	0	0	0	32	4	0	3	1	21	1
394	Kreis	fahren	0			9	Kreise	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	59	16	9	3	41	2	0	26	4	514	63	1	35	8	17	1	0	0	0	1	1	0	1	1	0	0	0	0	4	1	0	112	3	7	1
396	Karussell	fahren	0			9	Karussells	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	90	2	6	0	27	0	0	20	0	14	0	1	63	2	275	2	1	0	0	32	1	1	0	0	0	1	0	0	43	0	0	139	1	33	1
398	Inliner	fahren	0			9	Inliner	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	68	1	7	0	8	0	0	12	0	21	8	1	53	2	369	36	5	0	0	12	1	0	0	1	0	0	0	0	31	6	0	2	0	14	2
399	Hänger	fahren	0			9	Hänger	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	148	9	31	4	47	4	0	44	5	11	4	1	92	5	145	19	1	0	0	13	1	0	0	1	0	0	2	1	41	1	0	71	1	41	3
420	Mountainbike	fahren	0			8	Mountainbikes	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	98	0	6	0	29	2	1	15	0	19	1	3	95	0	331	4	4	0	0	10	2	3	0	1	0	0	0	0	24	2	0	6	0	38	2
438	Aufzug	fahren	0			8	Aufzügen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	56	2	8	0	49	3	0	9	0	10	0	0	39	3	124	6	1	0	0	13	0	0	0	0	0	0	0	0	25	2	0	75	1	15	0
440	Anhänger	fahren	0			8	Anhänger	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	41	2	11	0	30	2	0	2	1	7	0	0	24	2	148	22	6	0	0	9	0	0	0	0	0	0	0	0	26	4	0	18	0	73	2
458	Rallye	fahren	0			7	Rallye	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	59	4	17	0	11	0	0	21	1	3	2	0	23	3	48	5	0	0	0	2	0	2	0	0	0	0	0	0	16	1	0	8	0	10	0
461	Nacht	fahren	0			7	Nächten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	35	0	14	0	130	3	0	9	1	0	0	0	20	1	106	33	0	0	0	24	6	1	0	0	0	0	0	0	43	6	1	1864	40	79	7
465	Lift	fahren	0			7	Lifte	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	78	5	25	1	30	1	0	14	1	11	0	0	31	2	48	4	0	0	0	6	1	0	0	0	0	0	0	0	9	1	0	115	3	4	0
512	Schiff	fahren	0			6	Schiffe	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	52	3	7	0	206	5	1	4	1	51	1	0	50	4	129	11	0	0	0	13	1	0	0	0	0	0	0	0	22	3	0	13041	81	106	8
550	Eisenbahn	fahren	0			6	Eisenbahnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	57	2	15	0	64	0	0	15	0	3	0	0	49	2	59	2	0	0	0	8	0	2	0	0	0	1	0	0	9	0	0	421	2	24	0
552	Einspänner	fahren	0			6	Einspänner	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	12	0	2	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
555	Dreirad	fahren	0			6	Dreiräder	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	51	4	5	0	13	1	1	14	0	3	0	0	37	5	76	4	0	0	0	7	0	0	0	0	0	0	1	1	9	0	0	1	0	7	1
567	Autobahn	fahren	0			6	Autobahnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	115	6	18	1	565	28	5	20	1	22	0	0	63	5	298	42	1	0	0	28	3	0	0	0	0	0	3	1	227	38	0	1622	92	234	25
591	Stapler	fahren	0			5	Stapler	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	63	1	6	0	13	0	1	24	0	3	0	0	30	1	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0
597	Show	fahren	0			5	Shows	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	25	1	7	0	8	2	0	4	1	6	0	0	17	2	12	0	0	0	0	2	1	0	0	0	0	0	0	0	5	1	0	8	0	14	1
634	Kahn	fahren	0			5	Kähnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	54	1	11	0	8	0	0	19	0	0	0	0	31	1	42	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	591	1	6	0
648	Gondel	fahren	0			5	Gondeln	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	15	0	4	0	32	0	0	1	0	2	0	0	14	0	22	1	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	483	4	1	0
661	Cross	fahren	0			5	Cross	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	19	2	2	0	4	0	0	12	0	3	0	0	10	2	35	9	1	0	0	8	3	0	0	0	0	0	0	0	20	7	0	3	0	14	7
188	Wasser	fassen	0			20	Wassern	gefasst	X	faßt|fasst|fasse|fassen|faßte|faßten|fasste|fassten	144	1	27	0	14	1	0	61	0	23	0	0	55	0	200	3	0	0	0	23	0	0	0	0	0	0	0	0	20	0	0	1	1	88	0
345	Essen	fassen	0			11	Essen	gefasst	X	faßt|fasst|fasse|fassen|faßte|faßten|fasste|fassten	109	4	9	0	10	0	0	60	4	62	6	0	33	3	245	39	3	0	1	14	2	0	0	1	1	0	0	0	6	0	0	1	0	3	0
374	Fuß	fassen	0			10	Füsse	gefasst	X	faßt|fasst|fasse|fassen|faßte|faßten|fasste|fassten	69	27	29	2	196	2	0	4	1	4	0	0	39	32	4354	65	1	6	18	5719	62	0	0	0	0	0	4	14	1473	13	0	0	3	721	10
654	Futter	fassen	0			5	futter	gefasst	X	faßt|fasst|fasse|fassen|faßte|faßten|fasste|fassten	24	0	4	0	3	0	0	11	0	7	0	0	4	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	Saft	fasten	0			15	Säfte	gefastet	X	fasteten|fasten|fastet|fastete|faste	160	1	48	0	0	0	0	18	1	0	0	0	127	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Tee	fasten	0			7	Tees	gefastet	X	fasteten|fasten|fastet|fastete|faste	51	0	14	0	0	0	0	2	0	0	0	0	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	Obst	fasten	0			6	Obst	gefastet	X	fasteten|fasten|fastet|fastete|faste	14	0	2	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	Säbel	fechten	0			17	Säbeln	gefochten	X	fechten|ficht|focht|fochten|fechte	142	0	17	0	4	0	0	79	0	0	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
264	Stock	fechten	0			14	Stöcke	gefochten	X	fechten|ficht|focht|fochten|fechte	48	0	9	0	0	0	0	9	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
326	Sport	fechten	0			11	Sports	gefochten	X	fechten|ficht|focht|fochten|fechte	93	2	26	0	0	0	4	26	0	0	0	0	17	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	Schwert	fechten	0			11	Schwerter	gefochten	X	fechten|ficht|focht|fochten|fechte	56	1	10	0	0	0	0	7	0	1	0	1	25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
308	Schnee	fegen	0			12	Schnee	gefegt	X	fegten|fegen|fegt|fegte|fege	81	5	18	1	7	0	0	20	1	2	0	0	70	5	54	2	0	0	0	6	0	0	0	0	0	0	0	0	15	2	0	0	0	2	0
627	Laub	fegen	0			5	Laub	gefegt	X	fegten|fegen|fegt|fegte|fege	71	0	10	0	5	0	0	29	0	3	0	0	39	0	66	0	0	0	0	5	0	0	0	1	0	0	0	0	15	0	0	0	0	6	1
571	Arsch	ficken	0			6	Ärsche	gefickt	X	fickte|fickst|ficken|fickt|ficke	78	26	8	0	116	28	1	8	9	1	3	0	75	24	18	11	0	0	0	3	1	0	0	0	0	0	11	12	8	6	0	0	2	3	1
671	Bau	finanzieren	0			5	Bauten	finanziert	X	finanziert|finanziere|finanzierte|finanzieren|finanzierten	19	4	3	0	14	0	1	3	0	0	0	0	20	2	2	0	2	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	7	0
411	Segel	fliegen	0			8	Segel	geflogen	X	fliegt|fliegst|flogen|flöge|fliege|flog|fliegen	1630	69	388	5	1	0	0	363	5	0	0	0	1142	80	4	0	0	0	2	0	0	25	0	0	0	0	1	3	0	0	0	2	1	0	0
488	Drachen	fliegen	0			7	Drachen	geflogen	X	fliegt|fliegst|flogen|flöge|fliege|flog|fliegen	1557	32	271	5	82	2	1	380	4	7	0	0	1353	33	175	8	3	2	0	17	2	19	0	0	0	0	1	0	22	0	0	16	2	23	2
215	Gras	fressen	0			18	Gras	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	85	5	33	0	133	9	0	21	0	22	3	1	45	2	806	55	5	0	0	145	8	2	0	2	0	0	0	0	129	10	0	0	0	150	8
237	Kilometer	fressen	0			16	Kilometer	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	141	9	16	0	20	0	1	37	2	2	0	0	78	10	111	2	0	0	0	31	1	1	0	0	0	0	0	0	23	2	0	2	0	13	0
273	Kot	fressen	0			14	Kote	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	109	5	39	3	26	1	0	12	0	3	0	0	68	1	74	1	0	0	0	16	0	2	0	0	0	0	0	0	18	0	0	1	0	26	2
330	Schnee	fressen	0			11	Schnee	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	39	3	8	1	22	2	0	13	2	7	0	0	13	1	38	1	0	0	0	5	0	0	0	0	0	0	0	0	19	1	0	2	0	13	3
368	Heu	fressen	0			10	Heu	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	60	5	12	0	104	9	1	38	7	24	1	0	8	0	275	36	0	0	0	71	5	1	0	5	0	0	1	0	75	8	0	0	0	68	6
433	Frust	fressen	0			8	Frusts	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	102	13	19	0	1	0	0	9	0	0	0	0	98	17	3	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	15	0	4	1
486	Feder	fressen	0			7	Federn	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	48	7	16	0	0	0	0	10	0	0	0	0	41	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
519	Pickel	fressen	0			6	Pickel	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	26	4	5	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4	0	0
16	Gas	geben	0			327	Gase	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	2662	638	211	35	1108	145	0	1252	238	475	118	1	911	454	10370	1334	11	10	19	1316	107	4	1	9	1	0	15	41	2356	254	0	19	51	2510	603
138	Almosen	geben	0			31	Almosen	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	202	0	87	0	55	0	2	25	0	1	0	0	118	0	202	3	20	0	0	92	2	0	0	0	0	6	0	0	38	0	0	14	0	116	0
300	Arbeit	geben	0			13	Arbeiten	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	113	7	39	2	316	9	0	6	0	15	0	0	57	4	1145	33	0	0	0	305	4	0	0	0	0	0	0	0	239	9	0	19	1	1606	52
358	Rat	geben	0			10	Räte	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	57	12	16	7	4061	469	3	15	0	12	0	0	29	3	1035	145	1	0	0	140	7	0	0	0	0	0	0	0	69	2	0	6	1	136	10
414	Recht	geben	0			8	Rechte	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	40	1354	3	14	619	117	0	2	1	4	3	0	48	2034	17896	29282	6	0	36	896	715	0	0	0	0	0	0	47	1567	929	0	0	34	1277	1297
429	Hand	geben	0			8	Hände	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	51	1	15	0	7265	221	3	10	1	64	1	0	24	4	342	26	0	0	0	75	3	0	0	0	0	0	6	0	336	12	1	1	0	183	13
441	Zeugnis	geben	0			7	Zeugnisse	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	76	0	30	0	135	2	1	23	0	9	1	0	20	1	995	1	0	0	0	446	2	1	0	0	0	0	0	0	111	0	0	0	0	304	3
493	Auftrag	geben	0			7	Aufträge	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	29	3	11	0	295	18	0	2	0	10	1	0	17	0	4541	122	1	0	0	1648	19	0	0	0	0	0	3	0	16842	170	0	3	0	1594	23
614	Pfötchen	geben	0			5	Pfötchen	gegeben	X	gibst|gebt|geben|gibbet|gabs|gäbe|gibt|gibts|gibs|gaben|gebe|gab	49	1	7	1	23	0	1	4	0	5	0	1	32	0	330	16	1	0	0	14	0	0	0	0	0	0	0	0	13	0	0	0	0	32	2
78	Essen	gehen	0			62	Essen	gegangen	X	gehst|gehts|gehe|gehen|gehn|ging|gingen|gehet|gings|geht|ginge	513	63	64	2	323	5	2	135	3	594	78	1	328	73	3580	8120	10	0	3	461	1313	4	0	3	0	0	2	0	353	1075	0	2	2	706	1391
600	Schwimmen	gehen	0			5	Schwimmen	gegangen	X	gehst|gehts|gehe|gehen|gehn|ging|gingen|gehet|gings|geht|ginge	50	8	14	0	43	3	0	12	1	130	27	0	29	12	634	3308	0	1	1	116	828	1	0	2	0	0	0	0	49	466	0	1	3	116	684
603	Schritt	gehen	0			5	Schritte	gegangen	X	gehst|gehts|gehe|gehen|gehn|ging|gingen|gehet|gings|geht|ginge	25	1	6	0	523	7	0	6	1	82	7	0	14	0	531	116	2	0	0	55	24	0	0	0	0	0	0	0	81	31	0	0	0	299	42
70	Blei	gießen	0			69	Blei	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	481	15	108	1	4	1	0	107	3	7	0	0	332	13	45	5	0	0	0	5	0	2	0	1	0	0	1	2	54	4	0	0	1	7	0
445	Vakuum	gießen	0			7	Vakuum	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	37	0	9	0	0	0	0	8	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
487	Druck	gießen	0			7	Drucken	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	27	0	9	0	0	0	1	10	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
628	Kugel	gießen	0			5	Kugeln	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	6	0	3	0	2	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	Wirbel	gleiten	0			34	Wirbel	geglitten	X	glitten|glitt|gleite|gleitet|gleiten	282	5	76	2	3	0	0	11	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
669	Beute	greifen	0			5	Beute	gegriffen	X	greife|greifst|griffe|greift|griffen|greifen|griff	19	1	10	0	10	0	0	5	0	3	0	0	2	0	16	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0
95	Fußball	gucken	0			48	Fußbälle	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	295	7	20	2	48	6	1	149	4	148	14	0	103	3	873	72	1	1	0	100	11	0	0	5	0	0	0	0	122	10	0	0	0	93	7
155	Rudel	gucken	0			25	Rudeln	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	211	9	12	1	0	0	0	63	3	1	1	0	125	7	3	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
247	Video	gucken	0			15	Videos	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	74	8	6	0	65	10	0	38	1	41	3	0	29	5	147	13	1	0	0	10	1	0	0	1	1	0	0	0	23	4	0	0	0	11	3
482	Film	gucken	0			7	Filme	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	85	8	2	1	393	60	1	52	4	60	10	0	25	3	238	61	2	0	0	8	2	2	0	2	0	0	0	1	35	8	0	0	0	17	5
516	Probe	gucken	0			6	Proben	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	16	13	1	0	0	0	0	7	1	1	0	0	11	13	3	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
590	Stern	gucken	0			5	Sterne	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	44	2	7	0	0	0	0	16	0	0	0	0	28	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
66	Teil	haben	0			72	Teile	gehabt	X	ham|haette|hab|habs|hatt|hät|hätt|hats	586	32702	136	73	602	10	1	41	18	401	14	1	450	31946	745	963	1	14	4969	139	326	2	2	2	0	0	1	128	15	21	0	3	1	668	209
115	Recht	haben	0			38	Rechte	gehabt	X	ham|haette|hab|habs|hatt|hät|hätt|hats	382	131	82	7	5145	95	1	115	17	69	8	0	191	172	11346	14671	4	1	6	897	714	5	0	1	0	0	0	14	1383	1864	2	0	0	111	380
166	Spaß	haben	0			23	Spass	gehabt	X	ham|haette|hab|habs|hatt|hät|hätt|hats	205	10	11	1	5658	381	3	62	3	385	31	2	141	22	25372	1773	10	1	0	4846	295	2	0	5	0	0	1	0	1847	101	0	0	0	171	51
9	Kreuz	heben	0			481	Kreuze	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	3576	514	249	31	3	0	0	681	64	0	0	0	3564	508	1	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	13	6	1	0
26	Gewicht	heben	0			219	Gewichte	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	1580	83	184	3	25	1	0	575	17	0	0	0	1141	57	40	3	1	0	0	7	0	3	0	0	0	0	0	0	5	0	0	3	1	3	0
124	Bein	heben	0			35	Beine	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	341	41	50	0	136	2	0	23	3	5	0	0	337	34	124	22	1	0	0	35	6	0	0	0	0	0	0	0	27	6	0	9	1	54	8
194	Hand	heben	0			20	Hände	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	112	4	20	1	423	20	0	4	1	1	0	0	123	3	182	14	0	0	0	28	0	0	0	0	0	0	22	28	58	3	0	3	0	140	8
201	Schulter	heben	0			19	Schulter	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	75	5	5	1	7	1	0	4	0	1	0	0	72	10	11	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0
506	Stein	heben	0			6	Steine	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	75	3	15	0	14	3	0	16	2	0	0	0	45	2	5	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	6	0
136	Geist	heilen	0			31	Geister	geheilt	X	heilte|heile|heilt|heilten|heilen	126	2	12	0	9	0	0	15	0	0	0	0	131	2	26	0	0	0	0	13	1	0	0	0	0	0	0	0	10	0	0	1	0	3	0
324	Willkommen	heißen	0			11	Willkommens	geheißen	X	heißen|hiess|heisst|heißt|hieße|heißet|hieß|hießen|heisse|heissen|heiße	95	42	21	1	27	36	0	17	10	43	31	0	33	54	737	5959	1	0	6	145	1914	0	0	0	0	0	0	36	178	3513	0	1	3	129	1957
469	Kopf	hochreißen	0		hoch	7	Köpfe	hochgerissen	hochzureißen	hochreisst|hochreissen|hochreißen|hochreißt	13	2	12	1	17	0	0	2	0	2	0	0	8	2	18	5	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	2	6
355	Stab	hochspringen	0		hoch	10	Stäbe	hochgesprungen	hochzuspringen	hochspringen	62	1	30	0	0	0	0	20	0	0	0	0	20	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
35	Luft	holen	0			151	Lüften	geholt	X	holst|holt|holte|holten|holen|hole	1416	105	192	2	201	5	0	768	23	319	7	3	345	99	3314	187	5	8	4	1121	31	3	1	6	0	0	2	3	356	22	0	3	6	410	42
60	Atem	holen	0			85	Atem	geholt	X	holst|holt|holte|holten|holen|hole	614	9	147	3	16	1	0	238	3	39	0	0	136	3	361	8	2	0	0	149	1	2	0	1	0	0	0	0	19	0	0	1	0	68	1
97	Wasser	holen	0			47	Wassern	geholt	X	holst|holt|holte|holten|holen|hole	434	3	73	0	303	9	0	256	3	72	2	0	98	2	746	26	0	0	0	456	5	1	0	0	0	0	0	0	107	3	0	0	0	118	5
128	Brötchen	holen	0			34	Brötchen	geholt	X	holst|holt|holte|holten|holen|hole	314	11	19	0	41	1	0	243	11	191	17	4	43	1	603	32	1	0	0	99	1	0	0	0	0	0	0	0	99	4	0	0	0	50	9
